"","track","album_name","artist","release_date","isrc","all_time_rank","track_score","spotify_streams","spotify_playlist_count","spotify_playlist_reach","spotify_popularity","youtube_views","youtube_likes","tiktok_posts","tiktok_likes","tiktok_views","youtube_playlist_reach","apple_music_playlist_count","airplay_spins","deezer_playlist_count","deezer_playlist_reach","amazon_playlist_count","pandora_streams","pandora_track_stations","shazam_counts","explicit_track"
"2653","My Way","My Way","Calvin Harris",2016-09-16,"GBARL1601358","2636",27.4,1014534913,132592,41964503,73,615907345,3461084,453551,10268320,56011096,171305180,146,51151,99,607512,10,111067662,33355,8339785,FALSE
"2654","Big City Life","Big City Life","Luude",2022-06-16,"AUDCB1702119","2653",27.4,181323700,71547,13471679,65,17510125,116193,37362,12550708,160730392,16109408,23,16173,4,4860,2,3,NA,780420,FALSE
"2655","Luch La","Luch La Ley - Si","BoomBoxRepairKit",2022-05-20,"QZHN62294886","2645",27.4,NA,NA,NA,NA,511029390,1611310,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,10,FALSE
"2656","Wife","Wife","(G)I-DLE",2024-01-21,"KRA392300032","2643",27.4,58909647,3850,12472972,NA,65760732,1341331,NA,NA,NA,1405713659,3,288,1,151363,13,130093,122,82069,FALSE
"2657","'Till I Collapse","The Eminem Show","Eminem",2002-05-26,"USIR10211066","2651",27.4,1958809069,282888,74055843,79,1463549979,10918289,41045,6151095,54356279,324314535,83,1714,37,924049,29,618998662,1209416,4812702,TRUE
"2658","No Hands (feat. Roscoe Dash & Wale)","No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame",2010-09-06,"USWB11002103","2655",27.4,662257934,113043,31739594,71,464462597,3215886,707886,215370319,1511650572,22268968,58,4835,7,3709,11,939708588,1049157,4225673,TRUE
"2659","Jumbotron Shit Poppin","Her Loss","Drake",2022-11-04,"USUG12208610","2635",27.4,126296463,44782,4407877,62,37702345,528716,23780,8679451,70817893,146398901,22,841,1,891,NA,5094223,3119,588261,TRUE
"2660","La Nota","La Nota","Manuel Turizo",2020-10-08,"QZDYA1800024","2648",27.4,560949285,80872,37192436,64,298415218,1583803,267500,58834137,576560432,35850480,124,22639,21,1781933,49,29259483,3194,1440068,FALSE
"2661","Amor a Primera Vista","Amor a Primera Vista","Los ngeles Az",2019-06-14,"MX1721901080","2644",27.4,346860422,29735,10707382,65,888138257,2432863,18009,4833780,73588039,29426957,32,7700,10,72268,16,43302352,13188,1446419,FALSE
"2662","Solo","Solo","Myles Smith",2023-11-15,"UKXN22382205","2647",27.4,95747052,18521,23770824,NA,13990236,198993,1907,604177,9054387,45935756,29,8090,44,696335,3,176881,306,313239,FALSE
"2663","UNFORGIVEN (feat. Nile Rodgers)","UNFORGIVEN","LE SSERAFIM",2023-05-01,"USA2P2310663","2639",27.4,223652808,18262,11833709,70,129099788,2078161,85400,75312218,705088821,266676222,29,2567,4,24189,38,493588,471,324686,FALSE
"2664","","","Bonnadol",2023-03-15,"THSOH2301617","2652",27.4,478756,207,18460,21,5028021,4866,2e+06,13777952,193347455,NA,NA,NA,NA,NA,NA,NA,NA,4666,FALSE
"2665","Elini Ver","Elini Ver","Amo988",2024-05-15,"TRBUL2400025","2637",27.4,15352061,639,5601320,72,11854252,76636,NA,NA,NA,NA,12,390,2,1581911,NA,NA,NA,130733,FALSE
"2666","Sex Music","Sex Music","Tank",2010-06-29,"USAT21001199","2638",27.4,5283089,920,403273,30,7187358,56665,377,21957,482153,738617,2,99,NA,NA,NA,20524623,3482168,90172,FALSE
"2667","Porfa","Porfa","Feid",2019-12-13,"USUM71924087","2661",27.3,396184710,62515,16214167,65,656159660,2808401,712,216831,1796651,45547242,43,8597,21,126240,17,14228113,2733,1168477,FALSE
"2668","P power (feat. Drake)","DRIP SEASON 4EVER","Gunna",2022-01-07,"QMCE32200042","2671",27.3,307122295,91786,17784294,69,31666337,395808,142300,49947875,327835388,42553980,19,3448,11,64551,3,14840512,9645,1132723,TRUE
"2669","I Can See You (Taylors Version) (From The","Speak Now (Taylor's Version)","Taylor Swift",2023-07-07,"USUG12302091","2673",27.3,247056218,19231,16723973,69,41065721,1260603,139100,34732272,386594049,756308958,30,21779,13,387578,43,3133286,2751,459379,FALSE
"2670","Dernire d","Dernire D","Indila",2013-11-13,"FRUM71301049","2672",27.3,410783411,84509,10769145,72,1717040143,17082350,309984,152093157,1251931456,207204169,18,12131,35,6308639,2,4540897,13830,10550609,FALSE
"2671","Prada (Valexus Remix)","Prada (feat. Valexus) [Valexus Remix]","cass",2023-09-08,"GBCEN2300156","2667",27.3,47098121,16949,17937069,NA,NA,NA,NA,NA,NA,NA,4,321,7,3429,5,128025,111,185116,TRUE
"2672","A ver, a ver - Ric Piccolo Edit","A ver, a ver (Ric Piccolo Edit)","Donald",2022-08-24,"GBUQH2200069","2666",27.3,67852,531,98875,10,421207701,529059,NA,NA,NA,NA,1,557,NA,NA,NA,NA,NA,NA,FALSE
"2673","Fight Song","Fight Song","Rachel Platten",2014-12-02,"USSM11500753","2670",27.3,897794289,92326,47254001,69,101998780,1084274,2209428,115034762,1021462418,2330,2,117518,20,59768,47,470921326,687787,NA,FALSE
"2674","Pepas","Pepas - Single","Farruko",2022-08-20,"QZN882262975","2974",27.3,1490710634,11,1849,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE
"2675","Satu Rasa Cinta","Satu Rasa Cinta - Single","Happy Asmara",2022-12-03,"DGA082216479","2662",27.3,3451208,248,31310,37,10165956,42703,2410953,11483292,319066421,NA,NA,12,NA,NA,NA,NA,NA,NA,FALSE
"2676","South of the Border (feat. Camila Cabello & Cardi B)","South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",2019-07-11,"GBAHS1900714","2665",27.3,765374782,69032,29531913,67,419150011,3838603,77443,6020979,43199667,171357012,109,136075,353,748613,32,51150454,40049,4294116,FALSE
"2677","Losing It","Losing It","FISHER",2018-07-13,"CA5KR1821202","2668",27.3,523954769,213614,31880596,67,96992359,915175,44648,32897654,313069043,5471148,102,17311,43,349670,36,8197498,19923,8854107,FALSE
"2678","MATHEMATICAL DISRESPECT","MATHEMATICAL DISRESPECT","Lil Mabu",2023-05-05,"QZVEM2324634","2657",27.3,165642949,39238,3356524,62,13111498,338766,202400,91978574,709390008,277235691,3,63,NA,NA,NA,1467373,10053,328655,TRUE
"2679","Swervin (feat. 6ix9ine)","Hoodie SZN","A Boogie Wit da Hoodie",2018-12-21,"USAT21812918","2660",27.3,815243082,140617,18381330,66,258514568,1970363,111271,87072918,649866119,8004499,43,3857,12,8457,12,94670283,67712,1328950,TRUE
"2680","Dick (feat. Doja Cat)","Dick (feat. Doja Cat)","StarBoi3",2021-04-23,"USRC12100749","2669",27.3,247462687,55580,12451213,61,76319678,1242250,881035,270293066,1691904373,33255959,26,937,5,4470,8,3787909,12036,3937642,TRUE
"2681","Perfect Strangers","Perfect Strangers","Jonas Blue",2016-06-03,"GBUM71602437","2664",27.3,1050246077,113716,28088689,69,917728451,4676705,92540,8116828,62167288,264268663,95,64388,45,626313,5,22195250,14777,9355617,FALSE
"2682","Hey Brother","TRUE","Avicii",2013-01-01,"CH3131340084","2663",27.3,1007623089,168666,43769189,72,936816983,7135806,82215,16452743,160676196,188246082,57,81281,51,151326,13,183199524,305146,10854307,FALSE
"2683","Otra Noche","Otra Noche - Single","Los ngeles Az",2021-11-11,"MX1722101437","2659",27.3,238849559,26517,11475144,64,401770615,1536208,1275,1185903,16815994,10816168,12,12312,13,369524,5,3690918,2072,885927,FALSE
"2684","Yet To Come","Proof","BTS",2022-06-10,"USA2P2226300","2656",27.3,344744597,16095,22964291,64,264915434,15060408,359475,122010208,973086190,559165676,28,25341,15,304852,8,920415,869,625565,FALSE
"2685","When I'm Gone","When Im Gone (with Katy","Alesso",2021-12-29,"USUG12106230","2658",27.3,279996207,36648,30173875,64,42705657,691402,1943,977042,19367991,1087314726,71,251715,43,750115,44,50039519,3089,1785826,FALSE
"2686","Girlfriend","The Second Wave (Deluxe)","Ruger",2022-06-17,"GBARL2201233","2691",27.2,56670689,18344,1864537,16,126849797,654337,1373186,19812568,344920965,34681748,31,6751,2,131930,8,529966,444,2142023,TRUE
"2687","WATATI (feat. Aldo Ranks) [From Barbie The Album]","WATATI (feat. Aldo Ranks) [From Barbie The Album]","KAROL G",2023-06-01,"USAT22305791","2680",27.2,100094720,10333,11971076,62,114762460,834616,389200,34507211,686876114,2604422,NA,NA,12,233950,NA,8878410,902,NA,FALSE
"2688","911","911","Fuerza Regida",2022-11-30,"QZ9QQ2200130","2676",27.2,181695722,14262,7383896,68,188904937,781510,270390,104665493,1079156243,65064,8,1645,3,32011,1,23076731,5904,567312,FALSE
"2689","Always","NEVER ENOUGH","Daniel Caesar",2023-04-07,"USUG12209355","2688",27.2,281707091,40049,16537367,74,23447030,216253,119645,29519019,236748049,38135485,13,9,3,2038,5,444186,872,494628,TRUE
"2690","YKWIM?","Bipolar","Yot Club",2019-05-31,"CAGOO1966522","2681",27.2,675984633,147651,25369800,75,118564792,1898029,156693,168264666,882048158,182,8,10,3,39672,11,6567978,7872,1248383,FALSE
"2691","Damage","Damage","H.E.R.",2020-10-21,"USRC11903897","2686",27.2,108241832,24791,8314569,53,206773555,1296813,164089,11238095,122657966,32626219,82,229820,24,606294,29,183123789,60457,1838870,FALSE
"2692","Rags2Riches 2 (feat. Lil Baby)","Pray 4 Love (Deluxe)","Rod Wave",2020-08-07,"USLD91728036","2687",27.2,227802182,65190,11346495,61,69718488,722875,2019064,105311337,749906169,NA,14,82591,3,4527,9,76274129,39356,534826,TRUE
"2693","Bellyache","Bellyache","Billie Eilish",2017-02-24,"USUM71615103","2679",27.2,965899534,101445,18858886,73,834705559,10523313,50459,42091450,287094813,84532929,76,2181,15,208011,32,83838375,64161,3988502,FALSE
"2694","No Wahala","No Wahala","1da Banton",2021-07-02,"QZHZ52129395","2685",27.2,154010050,66808,4409868,63,234249323,1315242,417782,60004357,729439284,35766547,38,8575,13,538366,NA,8880471,1657,2109482,FALSE
"2695","Wait a Minute!","ARDIPITHECUS","WILLOW",2015-01-11,"QMJMT1500801","2678",27.2,1081039358,220073,41752381,73,422709495,5234949,1620541,275664623,2051079047,70203,65,14873,31,308544,17,31208630,67960,7344889,FALSE
"2696","HONEY BEES","HONEY BEES - Single","Hachi",2023-02-06,"TCJPU2362002","2675",27.2,423395,229,2853,29,316523235,1071321,31700,2392537,14242780,121017,NA,1,NA,NA,NA,NA,NA,314,FALSE
"2697","Gypsy","Gypsy","G.D. Kaur",2022-05-10,"FR96X2229645","2682",27.2,58989412,4708,1055037,3,457435947,2665092,475,34450,756707,NA,NA,3,NA,NA,NA,NA,NA,116513,FALSE
"2698","Ojos Marrones","Ojos Marrones","Lasso",2022-06-03,"MXUM72200528","2690",27.2,370988405,33800,12228512,68,69184223,532555,856300,142179351,1614554007,80243,23,50826,9,88374,36,332657,2595,1087892,FALSE
"2699","WASTE","DISORDER","Kxllswxtch",2021-10-29,"USUYG1393224","2684",27.2,272051636,64633,11550020,72,39751949,818015,298019,180786694,1314232560,NA,3,38,NA,NA,NA,399622,1480,1447289,TRUE
"2700","512","Primer Dia de Clases","Mora",2021-02-05,"QM4TW2165662","2674",27.2,475820416,85784,28617350,70,270122797,1714650,110300,53172890,369308687,41079392,30,7754,8,62828,15,3189429,2491,698305,TRUE
"2701","MTG MALDIO ET","MTG MALDIO ET","DJ GLK",2022-08-05,"BXIV82279381","2689",27.2,NA,6258,1213114,NA,NA,NA,2809514,97960938,1396251598,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2702","Little Things x Gypsy Woman - L BEATS MASHUP","Little Things x Gypsy Woman (L BEATS MASHUP)","Jorja Smith",2023-06-30,"QM7282376030","2677",27.2,123627077,39465,44425341,71,NA,NA,4200,1046261,19231842,NA,13,15034,30,549938,13,15420,191,420572,FALSE
"2703","Wake Up (feat. Chris Brown)","Wake Up (feat. Chris Brown)","Skylar Blatt",2024-04-26,"USAR12300479","2683",27.2,8040021,1100,6340545,NA,4152404,115149,NA,NA,NA,16204986,13,14072,2,623,11,2166042,394,160973,TRUE
"2704","Sguelo Bail","Odisea","Ozuna",2017-08-25,"USXDR1700560","2705",27.1,544755640,58066,16986234,66,1070075376,4032330,134206,24277629,174267433,145733049,27,4826,12,55568,14,102769166,16556,2212531,FALSE
"2705","Arranca (feat. Omega)","Arranca (feat. Omega)","Becky G",2023-03-10,"USRC12300209","2699",27.1,161172707,23604,23467570,66,52352229,353891,33264,7184433,140240096,6507698,48,71615,45,1978100,35,12462344,1009,1364052,FALSE
"2706","The Family Madrigal","Encanto (Original Motion Picture Soundtrack)","Stephanie Beatriz",2021-11-19,"USWD12112911","2698",27.1,217919853,22687,11527473,63,351386257,1758940,189071,135800782,1067404078,117035357,19,714,1,81124,9,45064909,42262,143875,FALSE
"2707","Hasta Abajo","Hasta Abajo","KEVIN ROLDAN",2019-07-26,"USUM71913434","2702",27.1,380367132,62939,11576619,64,663705750,3083081,542284,65038406,495501340,109211682,27,2027,8,59407,1,1082805,1980,1389750,FALSE
"2708","Flawlss (feat. Lil Uzi V","Lyf","Yeat",2022-09-09,"USUM72217061","2701",27.1,233573513,67981,8674549,69,39331190,479798,34666,20275957,122612542,185705404,12,25,3,126922,4,466511,3737,647093,TRUE
"2709","Praise Jah in the Moonlight","Praise Jah in the Moonlight - Single","Uzii BigTalk",2023-12-25,"TCAHS2392343","2694",27.1,NA,121,660,NA,NA,NA,NA,7381338,94798200,NA,NA,42282,NA,NA,NA,NA,NA,3863739,TRUE
"2710","Bon app","Bon App","Katy Perry",2017-04-28,"USUM71702488","2700",27.1,280898252,32458,9112382,60,1396756746,8674599,17923,11896504,137526328,201528139,47,8188,27,139079,11,3712696,13608,2560144,FALSE
"2711","I'm the One","EPIC AF","DJ Khaled",2017-01-01,"USSM11703300","2704",27.1,1257029279,122763,29582588,67,77475141,982093,475433,16501624,134170742,1488303,143,42076,72,445792,44,409246415,356341,NA,TRUE
"2712","Stay With Me","Candy Baby","1nonly",2020-07-30,"TCAFE2016912","2693",27.1,398942581,99939,11061124,68,231553878,3275110,799566,111636857,1054813567,526856,3,5,NA,NA,NA,3386783,2811,1102075,TRUE
"2713","Typa Girl","BORN PINK","BLACKPINK",2022-09-16,"KRA402200021","2697",27.1,357054107,20864,10226449,66,199710937,2549362,225000,94313386,790229870,117807648,5,1109,2,80569,7,1790458,2002,359205,TRUE
"2714","Ayy Macarena","Ayy Macarena","Tyga",2019-11-13,"USQX91903309","2703",27.1,417311779,106485,11727622,61,325105642,5043313,475505,94185459,1001763796,40073954,59,1555,42,152402,3,17678350,42187,3773690,TRUE
"2715","ELA PIROU NA DODGE RAM","ELA PIROU NA DODGE RAM - Single","Luan Pereira",2023-03-17,"BCX5C2300005","2692",27.1,149455007,13028,12083352,17,185077693,990325,101800,22395889,272723903,325427233,2,10,20,988870,9,202,NA,53011,TRUE
"2716","Like What (Freestyle)","Like What (Freestyle)","Cardi B",2024-03-01,"USAT22401675","2696",27.1,23475715,2809,14222754,NA,21710598,476670,NA,3270800,27373700,648487,21,5417,14,176615,31,9313905,2075,164762,TRUE
"2717","Party In The U.S.A.","The Time Of Our Lives (International Version)","Miley Cyrus",2009-01-01,"USHR10924519","2695",27.1,1587114096,210519,147125974,76,993529828,4526606,428033,49702880,338781002,292478893,185,123744,56,1708084,33,313563554,535359,3960920,FALSE
"2718","Wet Dreamz","2014 Forest Hills Drive","J. Cole",2014-12-09,"USQX91402592","2724",27,1244864869,247570,43778928,76,280151086,2326991,17325,7247082,49460597,19721123,18,15604,17,219251,12,311023511,128771,2769408,TRUE
"2719","Dhani Ho Sab Dhan","Dhani Ho Sab Dhan","Pawan Singh",2023-01-31,"INS7A2352922","2709",27,1332230,592,95570,NA,307838128,1528273,4972,162043,2278729,NA,NA,NA,NA,NA,NA,NA,NA,7289,FALSE
"2720","Next Level","Next Level","aespa",2021-05-17,"KRA302100169","2715",27,245384123,26925,9940497,68,514192282,6129641,94211,98935007,693149332,171506164,41,5409,2,5767,33,972338,1538,547626,FALSE
"2721","Whiskey Glasses","The Way I Talk","Morgan Wallen",2016-07-29,"QZ22S1500059","2712",27,806728296,86002,17665355,75,429423484,1944017,80672,7719684,74890093,561554996,39,166568,3,2872,21,373712957,230218,2204392,FALSE
"2722","Bado Badi","Bado Badi","Chahat Fateh Ali Khan",2024-04-23,"GX5PW2400002","2708",27,901007,18,713,NA,31008582,437421,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE
"2723","Esta Vida","Esta Vida - Single","Marshmello",2023-04-13,"USSD12300013","2719",27,94359848,23027,26530704,61,66093104,558819,52600,645712,13515544,112544154,37,53605,51,759785,17,5455072,1197,1195281,FALSE
"2724","Dusk Till Dawn - Radio Edit","Dusk Till Dawn (Radio Edit)","ZAYN",2017-09-07,"USRC11702155","2710",27,1687683940,177653,44326008,75,2784613,49443,NA,NA,NA,NA,117,40945,115,601297,10,36235122,54088,20400952,FALSE
"2725","Shotta Flow [Remix]","Shotta Flow (feat. Blueface) [Remix]","NLE Choppa",2019-06-20,"QZ85M1951467","2720",27,496344788,114433,11312277,21,476656319,5123098,12478,3903832,31236119,214191265,5,2172,6,30933,NA,10490739,36718,611475,TRUE
"2726","Bolide allemand","Liens du 100","SDM",2022-12-01,"FRUM72202503","2711",27,152546936,33014,4883069,68,129655800,510676,97575,4800473,54647905,87631959,32,6839,23,5408422,12,NA,NA,1390093,TRUE
"2727","Amor Tumbado","Mi Nuevo Yo","Natanael Cano",2019-12-24,"USDXS1911811","2706",27,413743535,39980,7003058,73,420669522,2712590,143494,22305613,152431204,15959347,19,210,5,36707,15,31804920,42137,750571,FALSE
"2728","New Gold (feat. Tame Impala and Bootie Brown)","New Gold (feat. Tame Impala and Bootie Brown)","Gorillaz",2022-08-31,"GBAYE2200462","2723",27,155399041,62013,13710934,60,32481842,684033,21669,11544855,135832597,1424027,26,53724,14,128215,32,5895530,1892,562309,TRUE
"2729","MANIAC","The 4th Mini Album 'VERSUS'","VIVIZ",2023-11-02,"KRA382321414","2718",27,77590300,6575,6127218,NA,94172195,738147,3247,22942690,170046435,572720093,7,NA,1,151363,NA,NA,NA,168452,FALSE
"2730","Don't Mind","EPIC AF","Kent Jones",2016-01-01,"USSM11603011","2725",27,416147244,59100,10161185,59,179143462,1567574,6149383,38201187,188910778,51485355,72,264,17,71207,2,271379282,186183,7577629,TRUE
"2731","Dientes","Dientes","J Balvin",2023-09-15,"QZM5U2300388","2721",27,38622215,13808,12799845,4,16445144,247700,1894,2705205,59118842,100931285,29,61312,30,498777,17,1106891,375,1517721,TRUE
"2732","Look Alive (feat. Drake)","Look Alive (feat. Drake)","BlocBoy JB",2018-02-09,"USWB11800211","2717",27,982424606,140455,29753134,63,123104265,916112,212758,13785747,172191863,1009012,24,42470,12,18818,25,356636322,99595,2879816,TRUE
"2733","Wake Up! (feat. Juice WRLD)","11th Dimension","Ski Mask The Slump God",2024-06-07,"USUM72406359","2707",27,2886460,470,4717544,NA,329080,29751,NA,NA,NA,NA,NA,1,NA,NA,NA,3173,5,NA,TRUE
"2734","Midnight Rain","Midnights","Taylor Swift",2022-10-21,"USUG12205712","2714",27,658208129,36730,23499391,72,83795730,757210,86657,36893385,256300464,2047640,26,2505,2,124794,26,9631678,8584,334608,FALSE
"2735","Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",2020-01-15,"INS182000105","2713",27,112851903,8311,4416840,61,540940484,2901887,2918900,17299421,295549159,169513706,7,531,NA,NA,3,NA,NA,125294,FALSE
"2736","Boo'd Up","Ella Mai","Ella Mai",2018-10-12,"USUM71814738","2726",27,79783827,9749,2909695,53,606083529,3884982,NA,NA,NA,97390609,21,3450,9,474845,NA,303470045,326293,4230367,FALSE
"2737","A M","A M","Rels B",2019-02-21,"QM4TW1987698","2716",27,631152992,82632,15285194,76,655475553,3056895,154600,53883893,353157722,NA,16,1313,12,222155,10,219368,1301,1136830,FALSE
"2738","Buttabomma - Telugu","Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single","Armaan Malik",2019-12-24,"INA091916753","2722",27,92120986,8924,2240190,56,981723299,6195434,NA,16396111,219466261,NA,8,18,NA,NA,4,9207,532,156960,FALSE
"2739","Burn It Down","Never Enough","Parker McCollum",2023-05-12,"USUM72223494","2737",26.9,42332727,7018,6690589,65,23741737,116972,3495,835693,14014956,479304859,22,139251,6,1675871,16,36872121,7254,307193,FALSE
"2740","Tu Fan","tu fan","mafalda cardenal",2023-05-26,"QZMZ92325070","2735",26.9,65670361,8193,4692658,66,96035934,736076,608500,55379246,493111688,37699119,2,613,NA,NA,NA,NA,NA,467250,FALSE
"2741","Whole Lotta Choppas","Whole Lotta Choppas","Sada Baby",2020-08-14,"US39N2000446","2731",26.9,55312275,16559,2391593,45,39808873,574179,5063590,297105838,2188871458,61820,19,5395,3,1550,NA,4746084,9297,732768,TRUE
"2742","Heartless","808s & Heartbreak (Exclusive Edition)","Kanye West",2008-01-01,"USUM70840511","2738",26.9,1315577954,261770,60550990,79,366241783,2719377,164714,32605436,250337316,105077315,96,18653,26,207876,10,587055437,418628,3795507,FALSE
"2743","Galaxy Express","Galaxy Express - Single","D Gerrard",2024-01-05,"THW092305121","2732",26.9,20710234,1513,1465628,61,89001571,370896,NA,NA,NA,736027111,7,1203,NA,NA,NA,405,NA,58364,FALSE
"2744","Skate","Skate","Bruno Mars",2021-07-30,"USAT22104222","2733",26.9,248947222,70726,16159530,63,129102965,1676120,1494,372385,5258682,747385177,95,122909,51,781953,36,15760107,7726,1701042,FALSE
"2745","Mercy","Mercy","Shawn Mendes",2016-08-18,"USUM71603531","2727",26.9,1351515181,114379,33997882,74,602907962,5996722,154068,27390411,169125285,17674579,14,54431,33,125150,23,216511252,93292,5017015,FALSE
"2746","Dame Tu Cosita (feat. Cutty Ranks)","Dame Tu Cosita","El Chombo",2018-04-15,"FR6Q11800035","2729",26.9,47325533,11423,1899926,54,585319992,2136542,5161110,484259534,6695334604,NA,3,6147,2,428,NA,328189,11258,580948,FALSE
